ID,Scan page,Printed page,Category,Original OCR,Correction,Context (correction in [ ]),Occurrence of context,Flag,Note,Your decision (accept / reject / edit),Your text (if edit)
724,80,64,word,toucli,touch,"to him, that he should [touch] them: and his disciples rebuked",1,,,,
725,81,65,word,"arris,","arms,","took them up in his [arms,] put his hands upon them,",1,,,,
726,81,65,drop capital,A ND,AND,Revelation xxii. 4; vii. 16-17. [AND] they shall see his face;,1,,,,
727,81,65,punctuation/spacing,-^,,his name shall be in [] their foreheads. They shall hunger,,,,,
728,81,65,rubric mark (¶),t,,all tears from their eyes. [] And at the close of,,,,,
729,81,65,word,readimj,reading,at the close of the [reading] from the Holy Scriptures the,1,,,,
730,81,65,drop capital,T^HE,THE,"Scriptures the Minister may say, [THE] Lord gave, and the Lord",1,,,,
731,81,65,punctuation/spacing,Lord,Lord.,"be the Name of the [Lord.] If it be thought desirable,",1,,,,
732,81,65,rubric mark (¶),Tf,,"Name of the Lord. If [] it be thought desirable, an",,,,,
733,81,65,rubric mark (¶),II,,Address may here be made. [] Then a Hymn may be,,,,,
734,81,65,punctuation/spacing,Minister.- ^,Minister.,"may be read by the [Minister.] Then the People, standing, may",1,,,,
735,81,65,word,tvith,with,"the People, standing, may join [with] the Minister in their Confession",1,,,,
736,81,65,word,T,I,in their Confession of Faith. [I] BELIEVE in God the Father,1,,,,
737,81,65,punctuation/spacing,Mak-er,Maker,"in God the Father Almighty, [Maker] of heaven and earth: And",3,,,,
738,81,65,punctuation/spacing,hell;],hell; ],and buried; [He descended into [hell; ]] The third day He rose,,,,,
739,82,66,rubric mark (¶),H,,"[] Then let the Minister say,",,,,,
740,82,66,rubric mark (¶),H,,"Minister say, Let us pray. [] The Minister may, if he",,,,,
741,82,66,word,"7nay,","may,","Let us pray. The Minister [may,] if he so desire, use",1,,,,
742,82,66,word,foUowiiu/,following,"desire, use any of the [following] Prayers, ordering the same with",1,,,,
743,82,66,word,r\,O,"the present circumstances. For Resignation. [O] LORD God, our heavenly Father,",1,,,,
744,82,66,punctuation/spacing,Au^-^ thor,Author,"Father, who alone art the [Author] and the Disposer of our",1,,,,
745,82,66,drop capital,A LMIGHTY,ALMIGHTY,"Lord. Amen. For those Bereaved. [ALMIGHTY] and most merciful God, the",1,,,,
746,82,66,punctuation/spacing,"of, -^",of,"most merciful God, the Consolation [of] the sorrowful, and the Support",1,,,,
747,82,66,word,Th}^,Thy,"pity, we beseech Thee, upon [Thy] bereaved servants, whose joy is",1,,,,
748,82,66,punctuation/spacing,mercies.,"mercies,","rod; but, remembering all Thy [mercies,] Thy promises, and Thy love",1,,,,
749,82,66,word,"bauds,","hands,","resign themselves meekly into Thy [hands,] to be taught and disciplined",1,,,,
750,82,66,word,L^se,Use,"Lord. Amen. For the Right [Use] of Affliction. O GOD, whose",1,,,,
751,82,66,word,f\,O,"the Right Use of Affliction. [O] GOD, whose days are without",1,,,,
752,82,66,punctuation/spacing,^-^,,"without end, and whose mercies [] cannot be numbered; Make us,",,,,,
753,83,67,word,nnto,unto,"generation, we may be gathered [unto] our fathers, having the testimony",1,,,,
754,83,67,word,Arnen.,Amen.,through Jesus Christ our Lord. [Amen.] For Comfort. O LORD Jesus,1,,,,
755,83,67,word,r\,O,"our Lord. Amen. For Comfort. [O] LORD Jesus Christ, we beseech",1,,,,
756,83,67,word,eaabled,enabled,"indwelling, that they may be [enabled] to contemplate the joy of",1,,,,
757,83,67,word,f\,O,"the Comfort of Christ's Presence. [O] LORD Jesus Christ, who Thyself",1,,,,
758,83,67,word,aflElicted,afflicted,"them. Reveal Thyself unto Thine [afflicted] servants, and cause them to",1,,,,
759,83,67,word,"ChiivD. ""IVrOST",Child. MOST,"At the Burial of a [Child. MOST] merciful Father, who hast hastened",,,,,
760,84,68,word,f\,O,"God's Grace to the Departed. [O] GOD, who art the Strength",1,,,,
761,84,68,word,Especialh',Especially,the salvation of their souls. [Especially] we call to remembrance Thy,1,,,,
762,84,68,word,7ns,his,Thy goodness that withheld not [his] portion in the joys of,1,,,,
763,84,68,word,Ms,his,hand along the way of [his] pilgrimage; we give Thee thanks,1,,,,
764,84,68,word,Jdvi,him,"Thy dear Name; that enabled [him] to fight the good fight,",1,,,,
765,84,68,drop capital,A LMIGHTY,ALMIGHTY,"to Imitate the Righteous Dead. [ALMIGHTY] and ever-living God, we yield",1,,,,
766,84,68,word,huml)ly,humbly,in their several generations; most [humbly] beseeching Thee to give us,1,,,,
767,84,68,word,Ameji.,Amen.,our only Mediator and Advocate. [Amen.],1,,,,
768,85,69,rubric mark (¶),U,,"[] Or this: ALMIGHTY God, who",,,,,
769,85,69,word,bod}^,body,"and fellowship, in the mystical [body] of Thy Son Christ our",1,,,,
770,85,69,punctuation/spacing,Thee =,Thee;,for them that unfeignedly love [Thee;] through Jesus Christ our Lord.,1,,,,
771,85,69,punctuation/spacing,OLORD,O LORD,"For Grace to Follow Christ. [O LORD] Jesus Christ, who by Thy",1,,,,
772,85,69,word,Ameii.,Amen.,"one God, world without end. [Amen.] For Endurance unto the End.",1,,,,
773,85,69,punctuation/spacing,"OGOD,","O GOD,","For Endurance unto the End. [O GOD,] Thou King eternal, immortal, and",1,,,,
774,85,69,word,tlie,the,"flesh, behold Thee steadfastly with [the] eye of faith, that we",1,,,,
775,85,69,word,tliat,that,"with the eye of faith, [that] we may not faint under",1,,,,
776,85,69,word,fulfiUed,fulfilled,"invisible; and grant that having [fulfilled] Thy will upon earth, we",1,,,,
777,85,69,word,liear,hear,"sake, we beseech Thee to [hear] us; and unto whom, with",1,,,,
778,85,69,drop capital,^OW,NOW,"and ever. Amen. The Benediction. [NOW] the God of peace, that",1,,,,
779,86,70,rubric mark (¶),H,,for ever and ever. Amen. [] Or this: THE peace of,,,,,
780,86,70,drop capital,rPHE,THE,"and ever. Amen. Or this: [THE] peace of God, which passeth",1,,,,
781,86,70,word,H Whe7i,When,remain with you always. Amen. [When] they are come to the,1,,,,
782,86,70,drop capital,"""IVTAN",MAN,"therein, let the Minister say, [MAN] that is born of a",1,,,,
783,86,70,punctuation/spacing,"know^est,","knowest,","pains of eternal death. Thou [knowest,] Lord, the secrets of our",1,,,,
784,86,70,punctuation/spacing,us.,"us,","to our prayer; but spare [us,] Lord most holy, O God",1,,,,
785,86,70,rubric mark (¶),1[,,"death, to fall from Thee. [] Or this: I AM the",,,,,
786,86,70,word,T,I,fall from Thee. Or this: [I] AM the Resurrection and the,1,,,,
787,87,71,rubric mark (¶),IT,,"[] Then, while earth is cast",,,,,
788,87,71,drop capital,"""PORASMUCH",FORASMUCH,"by, the Minister shall say, [FORASMUCH] as it hath pleased Almighty",1,,,,
789,87,71,word,broilier,brother,"world the soul of our [brother] departed (or, this child), we",1,,,,
790,87,71,punctuation/spacing,"{or,","(or,","soul of our brother departed [(or,] this child), we therefore commit",1,,,,
791,87,71,rubric mark (¶),IT,,subdue all things unto Himself. [] Then may be said or,,,,,
792,87,71,word,smig: T,sung: I,Then may be said or [sung: I] HEARD a voice from heaven,1,,,,
793,87,71,rubric mark (¶),IT,,their works do follow them. [] Then the Minister shall offer,,,,,
794,87,71,word,folloiv,follow,"or some other, and shall [follow] it with the Benediction. O",1,,,,
795,87,71,word,Benediotioj^. Q,Benediction. O,"shall follow it with the [Benediction. O] MERCIFUL God, the Father of",1,,,,
796,87,71,word,A^nen.,Amen.,"Christ, our Mediator and Redeemer. [Amen.]",1,,,,
797,88,72,drop capital,A LMIGHTY,ALMIGHTY,"[ALMIGHTY] God, with whom do live",1,,,,
798,88,72,word,biu-den,burden,"they are delivered from the [burden] of the flesh, are in",1,,,,
799,88,72,drop capital,^HE,THE,our Lord. Amen. The Benediction. [THE] grace of the Lord Jesus,1,,,,
800,88,72,word,op,of,all. Amen. At the Burial [of] the Dead at Sea. The,1,,,,
801,88,72,rubric mark (¶),U,,of the Dead at Sea. [] The same Order may be,,,,,
802,88,72,word,he,be,Sea. The same Order may [be] used; but the Words of,1,,,,
803,88,72,word,hut,but,same Order may be used; [but] the Words of Committal shall,1,,,,
804,88,72,word,Wokds,Words,may be used; but the [Words] of Committal shall be as,1,,,,
805,88,72,drop capital,T^ORASMUCH,FORASMUCH,Committal shall be as follows: [FORASMUCH] as it hath pleased Almighty,1,,,,
806,89,73,word,THE ORDER FOR . THE LICENSING OF CANDIDATES TO PREACH THE GOSPEL. II Meii,The Order for the Licensing of Candidates to Preach the Gospel Men,[The Order for the Licensing of Candidates to Preach the Gospel Men] who are seeking an entrance,1,,,,
807,89,73,word,havim/,having,"entrance to the Christian Ministry, [having] been taken under the care",1,,,,
808,89,73,word,requircnients,requirements,"Presbytery, and having fulfilled the [requirements] of the Form of Government",1,,,,
809,89,73,punctuation/spacing,"(Chap,",(Chap.,"of the Form of Government [(Chap.] xiv), are then to be",1,,,,
810,89,73,word,j)reach,preach,be licensed by Presbytery to [preach] the Gospel and so to,1,,,,
811,89,73,rubric mark (¶),H,,"gifts for the sacred office. [] At the discretion of Presbytery,",,,,,
812,89,73,word,7nay,may,"Presbytery, the Licensing of Candidates [may] follow a specially appointed Service",1,,,,
813,89,73,word,"p)vaise,","praise,","a specially appointed Service of [praise,] prayer, and the preaching of",1,,,,
814,89,73,word,tvith,with,and all present to attend [with] reverence the Licensure of Candidates,1,,,,
815,89,73,rubric mark (¶),If,,Candidates for the Christian Ministry. [] Let all stand while the,,,,,
816,89,73,drop capital,TDRAISE waitetli,PRAISE waiteth,"appointed, reads the following Sentences. [PRAISE waiteth] for Thee, O God, in",1,,,,
817,89,73,rubric mark (¶),U,,forth labourers into His harvest. [] Let all bow down while,,,,,
818,89,73,heading (re-cased/corrected),T ET US,LET us,"appointed, leads in Prayer, saying: [LET us] pray for the increase of",1,,,,
819,90,74,rubric mark (¶),H,,"[] Here shall follow the Prayer,",,,,,
820,90,74,word,follorv,follow,"Here shall [follow] the Prayer, which, if so",1,,,,
821,90,74,word,pjj.,pp.,"in the Treasury of Prayers, [pp.] 130-133. Then the Moderator shall",1,,,,
822,90,74,rubric mark (¶),U,,"Treasury of Prayers, pp. 130-133. [] Then the Moderator shall say:",,,,,
823,90,74,punctuation/spacing,preaching'of,preaching of,riches of Christ by the [preaching of] the Gospel. Unto His Church,1,,,,
824,90,74,word,opportunit}',opportunity,"works, but should also have [opportunity] to make trial of their",1,,,,
825,90,74,word,chiu'ches,churches,to approve themselves to the [churches] as workmen fitted rightly to,1,,,,
826,90,74,word,rightlj^,rightly,the churches as workmen fitted [rightly] to divide the Word of,1,,,,
827,90,74,word,Chiuch,Church,Form of Government of this [Church] the oversight of these matters,1,,,,
828,90,74,word,Avith,with,"this examination, and being satisfied [with] its result, this Presbytery of",1,,,,
829,90,74,punctuation/spacing,,——,"its result, this Presbytery of [——] is ready to license and",1,,,,
830,90,74,word,\]iere,[here,"the Ministry, the following Persons, [[here] let the Candidates be named,]",,,,,
831,90,74,word,he,be,"Persons, [here let the Candidates [be] named,] who will now present",,,,,
832,90,74,rubric mark (¶),H,,present themselves before their brethren. [] Let the Candidates stand before,,,,,
833,90,74,word,foUowiiuj QxTESTiONS;,following Questions;,Moderator while he asks the [following Questions;] to each of which they,1,,,,
834,90,74,drop capital,\\0,DO,"shall answer, saying, I do. [DO] you believe the Scriptures of",1,,,,
835,90,74,word,AVord,Word,"New Testaments to be the [Word] of God, the only infallible",1,,,,
836,90,74,word,"S3""stem",system,"this Church, as containing the [system] of doctrine taught in the",1,,,,
837,91,75,word,goveinment,government,"in the Lord, to the [government] of this Presbytery, or of",1,,,,
838,91,75,word,"Pi-esbytery,","Presbytery,","to the government of this [Presbytery,] or of any other Presbytery",1,,,,
839,91,75,rubric mark (¶),H,,"which you may be called? [] The Candidates shall remain standing,",,,,,
840,91,75,word,xipon,upon,"standing, and the Moderator, calling [upon] all the Members of the",1,,,,
841,91,75,drop capital,TN,IN,"Presbytery to rise, shall say: [IN] the Name of the Lord",1,,,,
842,91,75,word,\Jiere,[here,"you: and for this purpose, [[here] the Moderator may take each",1,,,,
843,91,75,word,hy,by,"take each of the Candidates [by] the hand, saying to each,]",,,,,
844,91,75,rubric mark (¶),IT,,Christ fill your heart. Amen. [] Then may be sung the,,,,,
845,91,75,word,r\,O,"following or some other Hymn: [O] WORD of God Incarnate, O",1,,,,
846,91,75,punctuation/spacing,footsteps.,"footsteps,","page, A lantern to our [footsteps,] Shines on from age to",1,,,,
847,91,75,punctuation/spacing,divine.,"divine,","dear Master Received the gift [divine,] And still that light she",1,,,,
848,91,75,punctuation/spacing,"Word,",Word.,"picture Of Christ, the living [Word.] It floateth like a banner",1,,,,
849,91,75,punctuation/spacing,w^orld.,world.,a beacon Above the darkling [world.] It is the chart and,1,,,,
850,92,76,word,Tliy,Thy,To bear before the nations [Thy] true light as of old.,1,,,,
851,92,76,punctuation/spacing,trace.,"trace,","By this their path to [trace,] Till, clouds and darkness ended,",1,,,,
852,92,76,rubric mark (¶),U,,"Thee face to face. Amen. [] Then the Moderator, or the",,,,,
853,92,76,punctuation/spacing,say.,"say,","or the Minister appointed, shall [say,] Let us pray. The Prayer",1,,,,
854,92,76,word,pra3^ IT,pray.,"appointed, shall say, Let us [pray.] The Prayer may be offered",1,,,,
855,92,76,word,f\,O,"these or other fitting words: [O] GOD, the Father eternal, who",1,,,,
856,92,76,word,"serva/its,","servants,","Church: Bestow upon these Thy [servants,] whom we bless in Thy",1,,,,
857,92,76,word,Hol}^,Holy,"the sevenfold gifts of Thy [Holy] Spirit, that they may be",1,,,,
858,92,76,word,thef/,they,"guidance of divine love, that [they] may live near to God",1,,,,
859,92,76,word,Sou.,Son.,"man, in fellowship with Thy [Son.] Strengthen their faith, confirm their",1,,,,
860,92,76,word,theii',their,"confirm their courage, and deepen [their] joy in work for Thee,",1,,,,
861,92,76,word,man}^,many,reward of those that turn [many] to righteousness. So may the,1,,,,
862,92,76,word,Th}',Thy,of Thy kingdom; build up [Thy] holy Church throughout the world;,1,,,,
863,92,76,drop capital,T^HE,THE,for ever and ever. Amen. [THE] grace of the Lord Jesus,1,,,,
864,92,76,word,comnuinion,communion,"love of God, and the [communion] of the Holy Ghost, be",5,,,,
865,93,77,heading (re-cased/corrected),THE ORDER FOR THE ORDINATION OF MINISTERS. IT,The Order for the Ordination of Ministers,[The Order for the Ordination of Ministers] A Candidate for the Holy,1,,,,
866,93,77,word,qnalifled,qualified,"the Presbytery that he is [qualified] for the sacred office, shall",1,,,,
867,93,77,word,shcdl,shall,"qualified for the sacred office, [shall] be presented for Ordination. When",1,,,,
868,93,77,rubric mark (¶),^,,shall be presented for Ordination. [] When the Presbytery shall approve,,,,,
869,93,77,word,ax>provea,approve a,Ordination. When the Presbytery shall [approve a] Candidate who has fulfilled all,1,,,,
870,93,77,rubric mark (¶),U,,made in the following Order. [] The day appointed for Ordination,,,,,
871,93,77,punctuation/spacing,a ppointed,appointed,"the following Order. The day [appointed] for Ordination being come, and",1,,,,
872,93,77,word,"coyne,","come,","day appointed for Ordination being [come,] and the Presbytery convened, a",1,,,,
873,93,77,word,siich,such,"to the usual Order, or [such] special Order as the Presbytery",1,,,,
874,93,77,word,apiiointed,appointed,"and the same, or another [appointed] to preside, shall conduct the",1,,,,
875,93,77,word,asfollo^vs: T^HE,as follows: THE,"shall conduct the Ordination, saying [as follows: THE] Presbytery of —— —— is",1,,,,
876,93,77,punctuation/spacing,,—— ——,as follows: THE Presbytery of [—— ——] is here assembled to ordain,1,,,,
877,93,77,punctuation/spacing,-■-,,is here assembled to ordain [] to the sacred office of,,,,,
878,93,77,word,Theivords,,called to be your Pastor. [] We have duly considered the,,,,,
879,93,77,word,\]\rolfghout,,considered the call which you [] have presented to him through,,,,,
880,93,77,punctuation/spacing,us.],us. ],have presented to him through [us. ]] We have diligently inquired into,,,,,
881,93,77,word,this Order,,through us. ] We have [] diligently inquired into his soundness,,,,,
882,93,77,word,doc- are to be trine,doctrine,"inquired into his soundness of [doctrine] and holiness of life, and",1,,,,
883,93,77,word,themxlinahis,his,"life, and are certified of [his] meetness in respect to gifts",1,,,,
884,93,77,word,tionofan,,"respect to gifts and learning [] for this excellent work, as",,,,,
